nuts3,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8,Period 9,Period 10,Period 11,Period 12
DEA33,0.2026158396644136,0.19096128239953128,0.13980062498808896,0.06837100492609892,0.010471410228045699,0.00044231595979440377,7.421574908281374e-18,1.5251071726218593e-05,0.008394078845199968,0.06294757123846663,0.13014273100770055,0.1858378896709339
DEA34,0.1996937058206085,0.18901497548874832,0.13749607775237152,0.07728483886759632,0.012509594809539278,0.0005452967373543307,3.6407357160670275e-16,3.6407357160670275e-16,0.00767576660584917,0.060409901772624654,0.1331457777077927,0.18222406443751443
DEA35,0.20039426343505154,0.1891119195959205,0.13949452198512055,0.07005674488213155,0.012575399468462978,0.0007133657281846851,-5.231697321317542e-17,3.218160979391671e-05,0.00878573821225725,0.06457102473653378,0.13012979666513277,0.18413504368141032
DEA36,0.20119160767767047,0.19028141828822198,0.13771121529234723,0.07630836248388219,0.010783852499606958,0.00031440221699102967,-1.2861737992410568e-16,-1.2861737992410568e-16,0.007462920722467747,0.05931757879036898,0.13327159745439524,0.1833570445740479
DEA37,0.19974925848348948,0.18857193149517432,0.1393903399552469,0.07053270040513965,0.013247230124899954,0.0008011889779975257,1.3203652179262772e-16,3.9668150785702745e-05,0.008907363904913815,0.06501545601316826,0.1301083951310037,0.18363646735818057
DEA38,0.1997625445595943,0.18859157761620338,0.13943526249368998,0.07055925780536657,0.013056257272032468,0.0007729137216133059,-1.9345247682660764e-16,3.367715044021487e-05,0.008889497499757607,0.06508245836091398,0.13015814283337376,0.1836584106870142
DEA41,0.20139382449910276,0.18995756214668133,0.13970026646600373,0.06935510245015365,0.011341898498497779,0.0005485922589777603,-1.8396893765191783e-16,1.6312731862975146e-05,0.008590250895065162,0.06396239888184872,0.1302140185899879,0.1849197725818181
DEA42,0.20012068512236858,0.18888749212133826,0.13947346014075457,0.07027959579993039,0.012771487730986257,0.0007372852183559327,-5.732261262770781e-18,3.0831878974529084e-05,0.00882215982236666,0.06479974136735456,0.13014737667060042,0.18392988412696987
DEA43,0.18859082539523742,0.18064573771191864,0.1382717341921525,0.08248515160076474,0.022333616488786408,0.0018738549798714564,2.1077157461422843e-17,0.0007243340857422572,0.013281773862663215,0.07075356709447542,0.13020302063626707,0.17083638395212078
DEA44,0.1899549197483403,0.17834421693865082,0.1318990079231642,0.07722472287264014,0.02048722800829518,0.0016968677855652568,-2.7448415319996958e-17,0.0010810573133108858,0.015475096055000583,0.07388269129512284,0.1349115838705811,0.1750426081893286
DEA45,0.1906530419999222,0.17893481608819678,0.13208043002679637,0.07691342153841108,0.019786673430312814,0.0016016057021870638,-3.186961961824566e-16,0.0009546701907184617,0.014790801521766048,0.07355862919361987,0.1351197048618199,0.17560620544624894
DEA46,0.18810955582662003,0.1802197574084792,0.13812006285470427,0.08269096886583624,0.022793130214264972,0.001936221083256103,2.582624336416392e-16,0.0008044755974345001,0.013726813894382102,0.07102245925408424,0.1301039352722187,0.17047261972871935
DEA47,0.1966125980601259,0.18380201926386475,0.13498630128897568,0.0708075684261798,0.015939123384211863,0.0011762999320310047,1.7689951511942754e-16,0.0004468124779413942,0.012081762480339651,0.07121109405798697,0.1306092016542614,0.18232721897408127
DEA51,0.20188755682753,0.1908648619834043,0.13778439240935847,0.07583885663950835,0.010107022592029181,0.00022560106903670094,1.3160634683369865e-17,1.3160634683369865e-17,0.007355156900969705,0.05875936342457886,0.13330141628878533,0.183875771864799
DEA52,0.20264207780071797,0.19099730274384633,0.13987539846795533,0.06840763849120277,0.010131233445550078,0.0003921580309936257,-7.311731883177984e-17,9.444681921676729e-06,0.008384455072905675,0.063057966269498,0.13022490507478526,0.18587741992062323
DEA53,0.2014697790029137,0.19051341998897067,0.13773398700753287,0.0761168743990916,0.010543552100247289,0.0002833772572716872,-5.440355167386895e-17,-5.440355167386895e-17,0.007417701484429302,0.05908219555950091,0.13327658899486744,0.18356252420517433
